car_make,model,year,transmition,kilometers,car_customs,fuel,engine_size,payment method,price
Hyundai,Accent,1995,Automatic,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,000 JOD"
Kia,Picanto,2013,Manual,"+200,000",With Customs,Gasoline,N/A,Installments Only,N/A
Hyundai,Sonata,2012,Automatic,"1,000 - 9,999",With Customs,Hybrid,N/A,Cash Only,"9,500 JOD"
Toyota,Camry,2009,Automatic,"130,000 - 139,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"9,400 JOD"
Kia,Cerato,2017,Automatic,"130,000 - 139,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,950 JOD"
Hyundai,Elantra,2013,Manual,"+200,000",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"39,750 JOD"
Kia,Forte,2010,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,700 JOD"
Kia,Morning,2010,Automatic,"20,000 - 29,999",With Customs,Gasoline,N/A,Cash Only,"4,700 JOD"
Hyundai,Elantra,2002,Automatic,0,With Customs,Gasoline,N/A,Cash or Installments,N/A
Hyundai,Avante,2009,Automatic,"170,000 - 179,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,400 JOD"
Kia,Sephia,1995,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,600 JOD"
Chevrolet,TrailBlazer,2007,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"6,800 JOD"
Nissan,Other,2006,Manual,"1,000 - 9,999",With Customs,Diesel,N/A,Cash Only,"6,000 JOD"
Nissan,Leaf,2019,Automatic,"50,000 - 59,999",With Customs,Electric,50 - 69 kWh,Cash Only,"15,000 JOD"
Suzuki,Celerio,2014,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,500 JOD"
Lincoln,MKZ,2013,Automatic,1 - 999,With Customs,Hybrid,N/A,Cash Only,"13,750 JOD"
Chevrolet,Spark,2006,Manual,"1,000 - 9,999",With Customs,Gasoline,500 - 999 cc,Cash or Installments,N/A
Kia,Picanto,2009,Manual,"190,000 - 199,999",With Customs,Gasoline,N/A,Cash Only,"4,600 JOD"
Hyundai,Tuscani,2006,Automatic,1 - 999,With Customs,Gasoline,500 - 999 cc,Cash Only,"3,900 JOD"
Hyundai,Accent,1997,Automatic,"1,000 - 9,999",With Customs,Gasoline,500 - 999 cc,Cash or Installments,N/A
Hyundai,Ioniq,2018,Automatic,"90,000 - 99,999",With Customs,Electric,More than 100 kWh,Cash Only,
Hyundai,Sonata,2015,Automatic,"120,000 - 129,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,000 JOD"
Kia,Sephia,1995,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,800 JOD"
Jeep,Grand Cherokee,2005,Automatic,"100,000 - 109,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"10,000 JOD"
Hyundai,Sonata,1994,Manual,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,800 JOD"
Daihatsu,Mira,1998,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,100 JOD"
Kia,Picanto,2018,Automatic,"80,000 - 89,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
Jeep,Grand Cherokee,2005,Automatic,"100,000 - 109,999",With Customs,Gasoline,N/A,Cash Only,"10,000 JOD"
Daewoo,Racer,1996,Manual,1 - 999,With Customs,Gasoline,N/A,Cash Only,"1,400 JOD"
Mercedes Benz,C 200,1997,Manual,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"5,300 JOD"
Citroen,Berlingo,2007,Manual,"1,000 - 9,999",With Customs,Diesel,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Optima,2006,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"5,300 JOD"
Hyundai,Kona,2020,Automatic,"100,000 - 109,999",Without Customs,Electric,50 - 69 kWh,Cash Only,
Peugeot,Partner,2019,Manual,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,200 JOD"
Kia,Rio,2012,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,500 JOD"
Kia,Cerato,2005,Manual,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,500 JOD"
BYD,Seagull,2023,Automatic,0,Without Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Hyundai,Accent,1996,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,500 JOD"
Ford,Figo,2012,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,200 JOD"
Ford,Escape,2011,Automatic,0,With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"15,500 JOD"
BYD,Seagull,2023,Automatic,0,Without Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Ford,GT,2005,Automatic,"140,000 - 149,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"12,500 JOD"
Chevrolet,Bolt,2019,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash Only,"13,800 JOD"
Hyundai,Accent,1997,Manual,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,300 JOD"
Hyundai,Santa Fe,2009,Automatic,"90,000 - 99,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Ford,Focus,2013,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,950 JOD"
Kia,Sportage,1994,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,600 JOD"
Mercedes Benz,E 200,1993,Automatic,"190,000 - 199,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"3,750 JOD"
Ford,Fusion,2017,Automatic,"140,000 - 149,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"13,400 JOD"
Suzuki,Grand Vitara,2014,Automatic,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"88,888 JOD"
Tesla,X,2019,Automatic,"60,000 - 69,999",With Customs,Electric,More than 100 kWh,Cash Only,"40,200 JOD"
Hyundai,Sonata,2012,Automatic,"150,000 - 159,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"6,900 JOD"
Nissan,Sunny,2008,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,100 JOD"
Kia,Niro,2019,Automatic,"60,000 - 69,999",Without Customs,Electric,50 - 69 kWh,Cash Only,
Mitsubishi,Lancer,2002,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,
Mazda,3,2014,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,500 JOD"
Dodge,Ram,2020,Automatic,"40,000 - 49,999",With Customs,Mild Hybrid,"3,000 - 3,999 cc",Cash Only,"22,999 JOD"
GMC,Acadia,2008,Automatic,"100,000 - 109,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"8,000 JOD"
Hyundai,Avante,1975,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,000 JOD"
Hyundai,Avante,1996,Manual,"20,000 - 29,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"2,000 JOD"
Hyundai,Accent,1995,Manual,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,700 JOD"
Chevrolet,Aveo,2009,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,200 JOD"
Higer,Other,2008,Automatic,0,With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"8,000 JOD"
Hyundai,Accent,1997,Automatic,"10,000 - 19,999",With Customs,Gasoline,0 - 499 cc,Cash Only,"3,000 JOD"
Kia,Niro,2019,Automatic,"90,000 - 99,999",Without Customs,Electric,50 - 69 kWh,Cash Only,
Hyundai,Sonata,2012,Automatic,"140,000 - 149,999",With Customs,Hybrid,N/A,Cash Only,"7,500 JOD"
BMW,520,1991,Manual,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,600 JOD"
Dodge,Ram,2014,Automatic,"50,000 - 59,999",With Customs,Gasoline,N/A,Cash Only,"12,500 JOD"
Honda,Insight,2020,Automatic,"40,000 - 49,999",Without Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"17,000 JOD"
Hyundai,Mighty,2006,Manual,"130,000 - 139,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"6,500 JOD"
Hyundai,Ioniq,2020,Automatic,"70,000 - 79,999",Without Customs,Electric,Less than 50 kWh,Cash Only,
Opel,Kadett,1991,Manual,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,800 JOD"
Lexus,NX 300,2019,Automatic,"30,000 - 39,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"32,000 JOD"
Toyota,Corolla,1986,Manual,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,200 JOD"
Mitsubishi,Pajero,2018,Automatic,"10,000 - 19,999",With Customs,Gasoline,N/A,Cash Only,"25,000 JOD"
Kia,Cerato,2004,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,800 JOD"
Hyundai,Accent,1998,Manual,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"2,750 JOD"
Volkswagen,Caddy,2017,Manual,"+200,000",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"10,000 JOD"
Isuzu,D-Max,2006,Manual,"1,000 - 9,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"9,300 JOD"
Peugeot,308,2011,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,800 JOD"
Mitsubishi,Pajero,2012,Automatic,"130,000 - 139,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"15,000 JOD"
Kia,Sportage,2009,Automatic,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
Hyundai,Accent,1995,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,000 JOD"
Mercedes Benz,C 200,1996,Automatic,1 - 999,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"5,500 JOD"
Hyundai,Avante,2002,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"5,200 JOD"
Ford,Fusion,2014,Automatic,"+200,000",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,750 JOD"
Kia,Sephia,1996,Manual,0,With Customs,Gasoline,N/A,Cash Only,"1,800 JOD"
Jac,GS5,2016,Automatic,"60,000 - 69,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,500 JOD"
Hyundai,Avante,2001,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"4,600 JOD"
Volkswagen,E-Bora,2019,Automatic,"40,000 - 49,999",With Customs,Electric,Less than 50 kWh,Cash Only,
Volkswagen,GTI,1995,Manual,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,700 JOD"
Nissan,Sentra,2014,Manual,"+200,000",With Customs,Gasoline,N/A,Cash Only,
Hyundai,Accent,2014,Automatic,"140,000 - 149,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,200 JOD"
Kia,Niro,2019,Automatic,"60,000 - 69,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"18,750 JOD"
Samsung,SM 3,2017,Automatic,"150,000 - 159,999",With Customs,Electric,More than 100 kWh,Cash or Installments,N/A
Kia,Sportage,2006,Automatic,"+200,000",With Customs,Gasoline,N/A,Cash Only,"6,300 JOD"
Kia,Bongo,2004,Manual,1 - 999,With Customs,Diesel,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,Rio,2004,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,200 JOD"
Hyundai,Avante,2011,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,300 JOD"
Hyundai,Kona,2023,Automatic,"10,000 - 19,999",With Customs,Electric,More than 100 kWh,Cash Only,"18,500 JOD"
Hyundai,H-1 Starex,2001,Manual,0,With Customs,Diesel,0 - 499 cc,Installments Only,N/A
Mitsubishi,Lancer,2013,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,900 JOD"
Kia,Sephia,1999,Manual,"30,000 - 39,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,000 JOD"
Smart,Fortow,2014,Automatic,"110,000 - 119,999",With Customs,Electric,Less than 50 kWh,Cash Only,"6,500 JOD"
Hyundai,i10,2015,Automatic,"1,000 - 9,999",With Customs,Gasoline,N/A,Cash Only,"7,000 JOD"
Kia,Spectra,2000,Automatic,"50,000 - 59,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"2,200 JOD"
Chevrolet,Aveo,2009,Automatic,"130,000 - 139,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,500 JOD"
Kia,Optima K5,2014,Automatic,"80,000 - 89,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,500 JOD"
Hyundai,Ioniq,2018,Automatic,"90,000 - 99,999",With Customs,Electric,Less than 50 kWh,Cash Only,"13,500 JOD"
Honda,CR-V,2000,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"6,500 JOD"
Honda,Civic,2003,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,200 JOD"
Hyundai,Porter,2005,Manual,"1,000 - 9,999",With Customs,Diesel,N/A,Cash Only,"7,500 JOD"
Hyundai,Avante,2001,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Spectra,2001,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,900 JOD"
Kia,Spectra,2001,Automatic,"20,000 - 29,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"2,200 JOD"
Ford,Fusion,2013,Automatic,"130,000 - 139,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,000 JOD"
Hyundai,Ioniq,2020,Automatic,"40,000 - 49,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"18,200 JOD"
Mercedes Benz,E 200,1991,Manual,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"4,250 JOD"
Toyota,Camry,2018,Automatic,"30,000 - 39,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"21,500 JOD"
Hyundai,Accent,1996,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,500 JOD"
Toyota,Highlander,2018,Automatic,"70,000 - 79,999",With Customs,Hybrid,"3,000 - 3,999 cc",Cash Only,"30,000 JOD"
Toyota,Prius,2010,Automatic,"190,000 - 199,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"7,800 JOD"
Kia,Spectra,2002,Automatic,"140,000 - 149,999",With Customs,Gasoline,"More than 6,000 cc",Cash Only,"4,800 JOD"
Hyundai,Sonata,2016,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,000 JOD"
Hyundai,Avante,1999,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,000 JOD"
BMW,318,1995,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,400 JOD"
Honda,Insight,2019,Automatic,"80,000 - 89,999",With Customs,Hybrid,N/A,Cash Only,"18,400 JOD"
Hyundai,Ioniq,2018,Automatic,"50,000 - 59,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"16,300 JOD"
Mercedes Benz,C 180,2006,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,500 JOD"
Honda,CR-V,2002,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,800 JOD"
Ford,Fusion,2016,Automatic,"10,000 - 19,999",With Customs,Hybrid,N/A,Cash Only,"15,750 JOD"
Hyundai,Kona,2019,Automatic,"170,000 - 179,999",With Customs,Electric,More than 100 kWh,Cash Only,"15,800 JOD"
Toyota,Corolla,2008,Manual,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"6,000 JOD"
Opel,Vectra,1989,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"1,900 JOD"
Mazda,3,2014,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,000 JOD"
Hyundai,Sonata,2017,Automatic,0,With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,500 JOD"
MINI,Cooper S,2008,Manual,0,Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,111 JOD"
Ford,Fusion,2019,Automatic,"70,000 - 79,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"15,250 JOD"
Chevrolet,Cruze,2011,Automatic,"1,000 - 9,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Ford,F-150,2009,Automatic,"+200,000",With Customs,Gasoline,"More than 6,000 cc",Cash Only,"8,900 JOD"
Daewoo,Cielo,1995,Automatic,"70,000 - 79,999",With Customs,Gasoline,500 - 999 cc,Installments Only,N/A
Hyundai,Avante,2000,Manual,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,700 JOD"
Land Rover,Range Rover Vogue,2014,Automatic,"80,000 - 89,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"57,000 JOD"
Ford,F-150,2009,Automatic,"180,000 - 189,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"9,400 JOD"
Isuzu,Pickup,2007,Manual,"+200,000",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"9,500 JOD"
Nissan,Altima,2009,Automatic,"190,000 - 199,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"7,200 JOD"
Fiat,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hyundai,Azera,2015,Automatic,0,With Customs,Hybrid,N/A,Cash Only,"1,100 JOD"
Hyundai,Avante,1998,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,000 JOD"
Lexus,CT 200,2011,Automatic,0,With Customs,Hybrid,N/A,Cash Only,"11,450 JOD"
Lexus,ES 300,2013,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,500 JOD"
Mitsubishi,Lancer,2014,Automatic,"130,000 - 139,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,250 JOD"
Ford,Escape,2010,Automatic,"150,000 - 159,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,800 JOD"
Daewoo,Nubira,2001,Manual,0,With Customs,Gasoline,N/A,Cash Only,"1,900 JOD"
Toyota,Prius,2010,Automatic,"+200,000",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
Hyundai,Avante,1996,Manual,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,550 JOD"
Mercedes Benz,C 180,2009,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"13,900 JOD"
Nissan,Sunny,2021,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"34,000 JOD"
Mazda,3,2008,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,200 JOD"
Hyundai,H-1 Starex,2007,Manual,0,With Customs,Diesel,N/A,Cash Only,"6,200 JOD"
Chevrolet,Bolt,2018,Automatic,"120,000 - 129,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Land Rover,Range Rover Evoque,2018,Automatic,1 - 999,With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Toyota,RAV 4,2016,Automatic,"+200,000",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"21,000 JOD"
Hyundai,Avante,2016,Automatic,"150,000 - 159,999",With Customs,Gasoline,0 - 499 cc,Cash Only,"12,800 JOD"
SsangYong,Rexton,2013,Automatic,"90,000 - 99,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Volkswagen,Touareg,2008,Automatic,"+200,000",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Kia,Bongo,1999,Manual,"+200,000",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"4,500 JOD"
BMW,745,2021,Automatic,"10,000 - 19,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash Only,"79,000 JOD"
Chevrolet,Epica,2005,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"4,000 JOD"
Kia,Spectra,2002,Manual,1 - 999,With Customs,Gasoline,N/A,Cash Only,"3,000 JOD"
Kia,Sephia,1996,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,800 JOD"
Mitsubishi,Lancer,2016,Automatic,"80,000 - 89,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Opel,Omega,1996,Manual,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"3,100 JOD"
Hyundai,Accent,1996,Manual,"+200,000",With Customs,Gasoline,N/A,Cash Only,"2,500 JOD"
Peugeot,407,2005,Automatic,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"4,350 JOD"
Kia,Niro,2021,Automatic,"60,000 - 69,999",With Customs,Electric,50 - 69 kWh,Cash Only,"101,010 JOD"
Jeep,Liberty,2008,Automatic,"1,000 - 9,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"7,800 JOD"
Toyota,Camry,2019,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"21,750 JOD"
Hyundai,Ioniq,2019,Automatic,1 - 999,With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,500 JOD"
Mitsubishi,Lancer,1999,Automatic,"140,000 - 149,999",With Customs,Gasoline,"More than 6,000 cc",Cash Only,"4,200 JOD"
Kia,Cerato,2008,Automatic,"170,000 - 179,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,600 JOD"
Nissan,Sunny,1994,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"2,300 JOD"
Hyundai,H-1 Starex,2002,Manual,"+200,000",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"2,500 JOD"
Chevrolet,Corvette,2007,Automatic,"150,000 - 159,999",With Customs,Gasoline,"More than 6,000 cc",Cash Only,"22,500 JOD"
Kia,Niro,2018,Automatic,"20,000 - 29,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"15,000 JOD"
Isuzu,D-Max,2013,Manual,1 - 999,With Customs,Diesel,0 - 499 cc,Cash Only,"12,300 JOD"
Hyundai,Sonata,2011,Automatic,"140,000 - 149,999",With Customs,Hybrid,N/A,Cash Only,"7,500 JOD"
Mitsubishi,Lancer,1998,Manual,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,600 JOD"
Toyota,Corolla,2011,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,250 JOD"
Hyundai,Accent,2008,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,800 JOD"
Isuzu,Other,1997,Manual,"1,000 - 9,999",With Customs,Diesel,"1,000 - 1,999 cc",Cash Only,"5,500 JOD"
Kia,Bongo,2017,Manual,"60,000 - 69,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash or Installments,N/A
Daewoo,Matiz,1999,Automatic,0,With Customs,Gasoline,500 - 999 cc,Cash Only,"2,300 JOD"
Toyota,Prius,2015,Automatic,0,With Customs,Hybrid,0 - 499 cc,Cash or Installments,N/A
Hyundai,Avante,1996,Automatic,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,750 JOD"
Hyundai,H100,1996,Manual,"1,000 - 9,999",With Customs,Diesel,500 - 999 cc,Cash Only,
Hyundai,Ioniq,2018,Automatic,"190,000 - 199,999",With Customs,Hybrid,N/A,Cash Only,"14,200 JOD"
Mitsubishi,L200,2013,Manual,"20,000 - 29,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"10,600 JOD"
Suzuki,Baleno,1999,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,100 JOD"
Toyota,Camry,2019,Automatic,"30,000 - 39,999",With Customs,Hybrid,N/A,Cash Only,"26,750 JOD"
Hyundai,Avante,2018,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"13,500 JOD"
Kia,Pride,2012,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,000 JOD"
Kia,Pregio,1996,Manual,"110,000 - 119,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"1,800 JOD"
Hyundai,Avante,1996,Manual,0,With Customs,Gasoline,N/A,Cash Only,"3,400 JOD"
Volkswagen,Caddy,2015,Manual,"+200,000",With Customs,Diesel,"1,000 - 1,999 cc",Cash Only,"7,500 JOD"
Ford,Fusion,2016,Automatic,"130,000 - 139,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,500 JOD"
BMW,530e,2018,Automatic,"100,000 - 109,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash Only,"32,000 JOD"
Hyundai,Sonata,2017,Automatic,"170,000 - 179,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,500 JOD"
Mitsubishi,L200,2013,Manual,1 - 999,With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"12,000 JOD"
Kia,Picanto,2012,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,850 JOD"
Tesla,3,2020,Automatic,"40,000 - 49,999",With Customs,Electric,50 - 69 kWh,Cash Only,"19,200 JOD"
Ford,C-MAX,2013,Automatic,"50,000 - 59,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"11,800 JOD"
Hyundai,H100,2001,Manual,"50,000 - 59,999",With Customs,Diesel,"More than 6,000 cc",Cash or Installments,N/A
Toyota,Hiace,1998,Manual,"190,000 - 199,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"3,500 JOD"
Toyota,Camry,2011,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"6,500 JOD"
Kia,Niro,2019,Automatic,"40,000 - 49,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"14,200 JOD"
Toyota,Prius,2012,Automatic,"1,000 - 9,999",With Customs,Hybrid,"3,000 - 3,999 cc",Cash Only,"9,600 JOD"
Toyota,Prius,2008,Automatic,"150,000 - 159,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"5,900 JOD"
Mitsubishi,L200,2005,Manual,"10,000 - 19,999",Without Customs,Diesel,N/A,Cash Only,"2,300 JOD"
